date,revenue,expenses,profit
2025-08-17,6.8747758615068655,0.6762295081967215,6.198546353310144
2025-08-18,5.379323835294887,0.6352459016393444,4.744077933655543
2025-08-19,7.229811234636328,1.4651639344262297,5.764647300210099
2025-08-20,9.306230235060156,1.6803278688524592,7.625902366207696
2025-08-21,5.142633586541912,1.0963114754098362,4.046322111132076
2025-08-22,5.142633586541912,1.5368852459016396,3.6057483406402726
2025-08-23,9.435334007107231,1.2704918032786887,8.164842203828542
2025-08-24,7.520294721742252,0.8606557377049181,6.6596389840373345
2025-08-25,4.593942555341833,1.2704918032786887,3.3234507520631444
2025-08-26,6.982362338212764,1.7622950819672134,5.22006725624555
2025-08-27,4.604701203012423,1.116803278688525,3.4878979243238986
2025-08-28,4.604701203012423,1.7725409836065575,2.832160219405866
2025-08-29,6.272291591953838,0.05122950819672132,6.221062083757117
2025-08-30,1.1726925960942853,1.4651639344262297,-0.2924713383319444
2025-08-31,1.624555798259056,1.1577868852459017,0.46676891301315426
2025-09-01,4.368010954259447,1.0040983606557379,3.3639125936037093
2025-09-02,3.3029048348710606,1.168032786885246,2.1348720479858145
2025-09-03,6.444429954683275,0.3073770491803279,6.137052905502947
2025-09-04,3.550353731294625,1.0348360655737707,2.5155176657208544
2025-09-05,2.3561438398591603,1.2704918032786887,1.0856520365804716
2025-09-06,9.166367815342486,1.7315573770491806,7.434810438293305
2025-09-07,5.164150881883091,0.9118852459016394,4.252265635981452
2025-09-08,5.863462980471427,0.7991803278688526,5.064282652602574
2025-09-09,2.334626544517981,0.9221311475409838,1.4124953969769973
2025-09-10,4.411045544941807,1.5061475409836067,2.9048980039582
2025-09-11,5.960290809506735,1.2602459016393444,4.70004490786739
2025-09-12,2.9801454047533675,0.9118852459016394,2.068260158851728
2025-09-13,6.595051022071531,1.3422131147540985,5.252837907317432
2025-09-14,4.28194177289473,1.168032786885246,3.113908986009484
2025-09-15,5.013529814494834,1.5266393442622952,3.486890470232539
2025-09-16,4.28194177289473,0.8401639344262296,3.4417778384685005
2025-09-17,10.09161151501321,0.9938524590163935,9.097759055996816
2025-09-18,5.6698073224008105,0.9631147540983608,4.70669256830245
2025-09-19,3.195318358165163,0.5225409836065574,2.672777374558606
2025-09-20,7.649398493789329,1.2500000000000002,6.399398493789329
2025-09-21,2.808007042023931,1.2295081967213115,1.5784988453026194
2025-09-22,6.196981058259709,1.127049180327869,5.06993187793184
2025-09-23,1.0651061193883875,1.0348360655737707,0.030270053814616782
2025-09-24,2.560558145600366,0.543032786885246,2.01752535871512
2025-09-25,6.164705115247941,0.9528688524590165,5.211836262788924
2025-09-26,7.444984188048124,0.9836065573770493,6.461377630671074
2025-09-27,6.110911876894991,0.7991803278688526,5.311731549026138
2025-09-28,5.433117073647836,1.0655737704918034,4.367543303156032
2025-09-29,4.992012519153655,1.2909836065573772,3.7010289125962776
2025-09-30,2.2055227724709034,1.895491803278689,0.3100309691922145
2025-10-01,4.002216933459396,1.1987704918032789,2.803446441656117
2025-10-02,4.615459850683013,1.2295081967213115,3.385951653961702
2025-10-03,8.208848172659998,1.0963114754098362,7.112536697250162
2025-10-04,6.519740488377402,0.3381147540983607,6.1816257342790415
2025-10-05,1.5277279692237478,1.116803278688525,0.41092469053522285
2025-10-06,6.4659472500244535,1.1475409836065575,5.318406266417896
2025-10-07,4.7875982134124495,2.141393442622951,2.6462047707894985
2025-10-08,4.099044762494704,1.0450819672131149,3.0539627952815893
2025-10-09,7.1545007009422,1.2500000000000002,5.9045007009422
2025-10-10,8.14429628663646,1.116803278688525,7.0274930079479345
2025-10-11,7.907606037883483,0.6454918032786886,7.262114234604795
2025-10-12,3.711733446353472,1.5983606557377052,2.1133727906157667
2025-10-13,4.970495223812476,1.4344262295081969,3.536068994304279
2025-10-14,6.487464545365634,1.4549180327868854,5.032546512578748
2025-10-15,8.015192514589382,0.7581967213114755,7.256995793277906
2025-10-16,4.572425260000654,1.7008196721311477,2.871605587869506
2025-10-17,5.260978710918399,0.5532786885245903,4.7077000223938095
